airline_iata,airline_id,departure_airport_iata,departure_airport_id,arrival_airport_iata,arrival_airport_id,codeshare,number_stops,plane_types
UX,90,BIO,1216,PMI,3998,,0,738 E90
UX,90,BJZ,1219,BCN,1218,,0,ATR
UX,90,BJZ,1219,MAD,1229,,0,ATR
UX,90,BRU,302,MAD,1229,,0,E90
UX,90,CDG,1382,AGP,1230,,0,738
UX,90,CDG,1382,BCN,1218,Y,0,32S
UX,90,CDG,1382,BIO,1216,Y,0,E90
UX,90,CDG,1382,GOT,687,Y,0,E90
UX,90,CDG,1382,VGO,1250,Y,0,E90
UX,90,CDG,1382,VLC,1246,,0,738
UX,90,FCO,1555,MAD,1229,,0,738
UX,90,FRA,340,MAD,1229,,0,E90
UX,90,GRX,1223,PMI,3998,,0,E90
UX,90,IBZ,1225,MAD,1229,,0,E90 738
UX,90,LCG,1220,MAD,1229,,0,E90
UX,90,LEI,1213,MAD,1229,,0,ATR
UX,90,LEI,1213,SVQ,1253,,0,ATR
UX,90,LGW,502,MAD,1229,,0,738
UX,90,LIS,1638,MAD,1229,,0,ER4
UX,90,MAD,1229,AGP,1230,,0,ATR
UX,90,MAD,1229,AMS,580,,0,738
UX,90,MAD,1229,BCN,1218,,0,332 333
UX,90,MAD,1229,BIO,1216,,0,E90
UX,90,MAD,1229,BJZ,1219,,0,ATR
UX,90,MAD,1229,BRU,302,,0,E90
UX,90,MAD,1229,FCO,1555,,0,738
UX,90,MAD,1229,FRA,340,,0,E90
UX,90,MAD,1229,IBZ,1225,,0,E90 738
UX,90,MAD,1229,LCG,1220,,0,E90
UX,90,MAD,1229,LEI,1213,,0,ATR
UX,90,MAD,1229,LGW,502,,0,738
UX,90,MAD,1229,LIS,1638,,0,ER4
UX,90,MAD,1229,MUC,346,,0,E90
UX,90,MAD,1229,MXP,1524,,0,738
UX,90,MAD,1229,ORY,1386,,0,738 E90
UX,90,MAD,1229,OTP,1657,Y,0,737
UX,90,MAD,1229,OVD,1214,,0,ATR
UX,90,MAD,1229,PMI,3998,,0,738 E90
UX,90,MAD,1229,PRG,1587,,0,32S
UX,90,MAD,1229,SVO,2985,Y,0,32S
UX,90,MAD,1229,VGO,1250,,0,E90
UX,90,MAD,1229,VLC,1246,Y,0,ATR
UX,90,MUC,346,MAD,1229,,0,E90
UX,90,MXP,1524,MAD,1229,,0,738
UX,90,ORY,1386,MAD,1229,,0,E90 738
UX,90,ORY,1386,PMI,3998,,0,E90 738
UX,90,OTP,1657,BCN,1218,Y,0,737
UX,90,OTP,1657,MAD,1229,Y,0,737
UX,90,OVD,1214,MAD,1229,,0,ATR
UX,90,PMI,3998,BCN,1218,,0,E90 738
UX,90,PMI,3998,BIO,1216,,0,E90
UX,90,PMI,3998,GRX,1223,,0,E90
UX,90,PMI,3998,MAD,1229,,0,738 E90
UX,90,PMI,3998,ORY,1386,,0,E90 738
UX,90,PMI,3998,VLC,1246,,0,E90 ATR
UX,90,PMI,3998,ZAZ,1252,,0,E90
UX,90,PRG,1587,BCN,1218,,0,32S
UX,90,PRG,1587,MAD,1229,,0,32S
UX,90,SCQ,1243,IBZ,1225,,0,738
UX,90,SCQ,1243,PMI,3998,,0,738
UX,90,SVO,2985,AGP,1230,Y,0,32S
UX,90,SVO,2985,BCN,1218,,0,32S
UX,90,SVO,2985,MAD,1229,Y,0,32S
UX,90,SVQ,1253,LEI,1213,,0,ATR
UX,90,SVQ,1253,PMI,3998,,0,738
UX,90,VGO,1250,CDG,1382,Y,0,E90
UX,90,VGO,1250,MAD,1229,,0,E90
UX,90,VLC,1246,CDG,1382,,0,738
UX,90,VLC,1246,MAD,1229,Y,0,ATR
UX,90,VLC,1246,PMI,3998,,0,ATR E90
UX,90,VLL,1247,PMI,3998,,0,738
UX,90,ZAZ,1252,PMI,3998,,0,E90
V3,1669,FCO,1555,KIV,1735,,0,733
V3,1669,FCO,1555,LUZ,8832,,0,100
V3,1669,KIV,1735,FCO,1555,,0,733
V3,1669,KIV,1735,VCE,1551,,0,733
V3,1669,LUZ,8832,FCO,1555,,0,100
V3,1669,VCE,1551,KIV,1735,,0,733
V7,20577,AGP,1230,BOD,1264,,0,717
V7,20577,AJA,1324,BES,1403,,0,717
V7,20577,AJA,1324,BOD,1264,,0,717
V7,20577,AJA,1324,CFR,1412,,0,717
V7,20577,AJA,1324,LIL,1399,,0,717
V7,20577,AJA,1324,MPL,1359,,0,717
V7,20577,AJA,1324,NTE,1418,,0,717
V7,20577,AJA,1324,SXB,1435,,0,717
V7,20577,AJA,1324,TLS,1273,,0,717
V7,20577,AOI,4309,CTA,1509,,0,717
V7,20577,BES,1403,AJA,1324,,0,717
V7,20577,BES,1403,BIA,1321,,0,717
V7,20577,BIA,1321,BES,1403,,0,717
V7,20577,BIA,1321,BOD,1264,,0,717
V7,20577,BIA,1321,LIL,1399,,0,717
V7,20577,BIA,1321,NTE,1418,,0,717
V7,20577,BIA,1321,SXB,1435,,0,717
V7,20577,BIA,1321,TLS,1273,,0,717
V7,20577,BIO,1216,VCE,1551,,0,717
V7,20577,BIQ,1280,SXB,1435,,0,717
V7,20577,BOD,1264,AGP,1230,,0,717
V7,20577,BOD,1264,AJA,1324,,0,717
V7,20577,BOD,1264,BIA,1321,,0,717
V7,20577,BOD,1264,CLY,1322,,0,717
V7,20577,BOD,1264,FLR,1563,,0,717
V7,20577,BOD,1264,FSC,1323,,0,717
V7,20577,BOD,1264,MUC,346,,0,717
V7,20577,BOD,1264,OLB,1520,,0,717
V7,20577,BOD,1264,PMI,3998,,0,717
V7,20577,BOD,1264,PMO,1512,,0,717
V7,20577,BOD,1264,SXB,1435,,0,717
V7,20577,BOD,1264,VCE,1551,,0,717
V7,20577,BRI,1501,CTA,1509,,0,717
V7,20577,BRI,1501,PMO,1512,,0,717
V7,20577,BRI,1501,VCE,1551,,0,717
V7,20577,BRI,1501,VRN,1550,,0,717
V7,20577,CFR,1412,AJA,1324,,0,717
V7,20577,CLY,1322,BOD,1264,,0,717
V7,20577,CLY,1322,NTE,1418,,0,717
V7,20577,CTA,1509,AOI,4309,,0,717
V7,20577,CTA,1509,BRI,1501,,0,717
V7,20577,CTA,1509,FLR,1563,,0,717
V7,20577,CTA,1509,GOA,1528,,0,717
V7,20577,CTA,1509,VCE,1551,,0,717
V7,20577,FLR,1563,BOD,1264,,0,717
V7,20577,FLR,1563,CTA,1509,,0,717
V7,20577,FLR,1563,NTE,1418,,0,717
V7,20577,FLR,1563,PMO,1512,,0,717
V7,20577,FSC,1323,BOD,1264,,0,717
V7,20577,FSC,1323,NTE,1418,,0,717
V7,20577,GOA,1528,CTA,1509,,0,717
V7,20577,GOA,1528,NAP,1561,,0,717
V7,20577,GOA,1528,OLB,1520,,0,717
V7,20577,GOA,1528,PMO,1512,,0,717
V7,20577,JTR,1479,VCE,1551,,0,717
V7,20577,LIL,1399,AJA,1324,,0,717
V7,20577,LIL,1399,BIA,1321,,0,717
V7,20577,LMP,1510,VCE,1551,,0,717
V7,20577,MPL,1359,AJA,1324,,0,717
V7,20577,MPL,1359,NTE,1418,,0,717
V7,20577,MPL,1359,SXB,1435,,0,717
V7,20577,MUC,346,BOD,1264,,0,717
V7,20577,MUC,346,NTE,1418,,0,717
V7,20577,NAP,1561,GOA,1528,,0,717
V7,20577,NAP,1561,NTE,1418,,0,717
V7,20577,NAP,1561,PMO,1512,,0,717
V7,20577,NTE,1418,AJA,1324,,0,717
V7,20577,NTE,1418,BIA,1321,,0,717
V7,20577,NTE,1418,CLY,1322,,0,717
V7,20577,NTE,1418,FLR,1563,,0,717
V7,20577,NTE,1418,FSC,1323,,0,717
V7,20577,NTE,1418,MPL,1359,,0,717
V7,20577,NTE,1418,MUC,346,,0,717
V7,20577,NTE,1418,NAP,1561,,0,717
V7,20577,NTE,1418,OLB,1520,,0,717
V7,20577,NTE,1418,PGF,1356,,0,717
V7,20577,NTE,1418,PMI,3998,,0,717
V7,20577,NTE,1418,PMO,1512,,0,717
V7,20577,NTE,1418,PRG,1587,,0,717
V7,20577,NTE,1418,SXB,1435,,0,717
V7,20577,NTE,1418,VCE,1551,,0,717
V7,20577,NTE,1418,VLC,1246,,0,717
V7,20577,OLB,1520,BOD,1264,,0,717
V7,20577,OLB,1520,GOA,1528,,0,717
V7,20577,OLB,1520,NTE,1418,,0,717
V7,20577,OLB,1520,VCE,1551,,0,717
V7,20577,OVD,1214,PMI,3998,,0,717
V7,20577,OVD,1214,VLC,1246,,0,717
V7,20577,PGF,1356,NTE,1418,,0,717
V7,20577,PMI,3998,BOD,1264,,0,717
V7,20577,PMI,3998,NTE,1418,,0,717
V7,20577,PMI,3998,OVD,1214,,0,717
V7,20577,PMO,1512,BOD,1264,,0,717
V7,20577,PMO,1512,BRI,1501,,0,717
V7,20577,PMO,1512,FLR,1563,,0,717
V7,20577,PMO,1512,GOA,1528,,0,717
V7,20577,PMO,1512,NAP,1561,,0,717
V7,20577,PMO,1512,NTE,1418,,0,717
V7,20577,PMO,1512,SXB,1435,,0,717
V7,20577,PMO,1512,TRN,1526,,0,717
V7,20577,PMO,1512,VCE,1551,,0,717
V7,20577,PMO,1512,VRN,1550,,0,717
V7,20577,PNL,1511,VCE,1551,,0,717
V7,20577,PRG,1587,NTE,1418,,0,717
V7,20577,REG,1514,VCE,1551,,0,717
V7,20577,SXB,1435,AJA,1324,,0,717
V7,20577,SXB,1435,BIA,1321,,0,717
V7,20577,SXB,1435,BIQ,1280,,0,717
V7,20577,SXB,1435,BOD,1264,,0,717
V7,20577,SXB,1435,MPL,1359,,0,717
V7,20577,SXB,1435,NTE,1418,,0,717
V7,20577,SXB,1435,PMO,1512,,0,717
V7,20577,TLS,1273,AJA,1324,,0,717
V7,20577,TLS,1273,BIA,1321,,0,717
V7,20577,TRN,1526,PMO,1512,,0,717
V7,20577,VCE,1551,BIO,1216,,0,717
V7,20577,VCE,1551,BOD,1264,,0,717
V7,20577,VCE,1551,BRI,1501,,0,717
V7,20577,VCE,1551,CTA,1509,,0,717
V7,20577,VCE,1551,JTR,1479,,0,717
V7,20577,VCE,1551,LMP,1510,,0,717
V7,20577,VCE,1551,NTE,1418,,0,717
V7,20577,VCE,1551,OLB,1520,,0,717
V7,20577,VCE,1551,PMO,1512,,0,717
V7,20577,VCE,1551,PNL,1511,,0,717
V7,20577,VCE,1551,REG,1514,,0,717
V7,20577,VLC,1246,NTE,1418,,0,717
V7,20577,VLC,1246,OVD,1214,,0,717
V7,20577,VRN,1550,BRI,1501,,0,717
V7,20577,VRN,1550,PMO,1512,,0,717
V9,10800,BHD,467,IOM,520,,0,L4T
V9,10800,BLK,514,IOM,520,,0,L4T
V9,10800,CWL,488,VLY,5574,,0,J31
V9,10800,GLO,472,IOM,520,,0,L4T
V9,10800,IOM,520,BHD,467,,0,L4T
V9,10800,IOM,520,BLK,514,,0,L4T
V9,10800,IOM,520,GLO,472,,0,L4T
V9,10800,IOM,520,NCL,521,,0,J31
V9,10800,NCL,521,IOM,520,,0,J31
V9,10800,VLY,5574,CWL,488,,0,J31
VA,5360,MAN,478,MUC,346,Y,0,77W
VA,5360,MUC,346,MAN,478,Y,0,77W
VN,5309,FRA,340,MAD,1229,,0,738
VN,5309,MAD,1229,FRA,340,,0,738
VS,5347,ABZ,532,LHR,507,Y,0,320
VS,5347,EDI,535,LHR,507,Y,0,320
VS,5347,LHR,507,ABZ,532,Y,0,320
VS,5347,LHR,507,EDI,535,Y,0,320
VS,5347,LHR,507,MAN,478,Y,0,320
VS,5347,LHR,507,VKO,2988,Y,0,73H 73G 738
VS,5347,MAN,478,LHR,507,Y,0,320
VS,5347,MAN,478,MUC,346,Y,0,77W
VS,5347,MUC,346,MAN,478,Y,0,77W
VS,5347,VKO,2988,LHR,507,Y,0,73H 73G 738
VY,2439,AAL,628,BCN,1218,,0,320
VY,2439,AGP,1230,AMS,580,,0,320
VY,2439,AGP,1230,BCN,1218,,0,320
VY,2439,AGP,1230,BIO,1216,,0,320
VY,2439,AGP,1230,BRU,302,,0,320
VY,2439,AGP,1230,CPH,609,,0,320
VY,2439,AGP,1230,CWL,488,,0,320
VY,2439,AGP,1230,DME,4029,,0,320
VY,2439,AGP,1230,FCO,1555,,0,320
VY,2439,AGP,1230,HAJ,352,,0,320
VY,2439,AGP,1230,HAM,342,,0,320
VY,2439,AGP,1230,LYS,1335,,0,320
VY,2439,AGP,1230,MUC,346,,0,320
VY,2439,AGP,1230,NTE,1418,,0,320
VY,2439,AGP,1230,ORY,1386,,0,320
VY,2439,AGP,1230,OVD,1214,,0,320
VY,2439,AGP,1230,PMI,3998,,0,320
VY,2439,AGP,1230,SCQ,1243,,0,320
VY,2439,AGP,1230,TLS,1273,,0,320
VY,2439,ALC,1212,AMS,580,,0,320
VY,2439,ALC,1212,BCN,1218,,0,320
VY,2439,ALC,1212,BIO,1216,,0,320
VY,2439,ALC,1212,BRU,302,,0,320
VY,2439,ALC,1212,CPH,609,,0,320
VY,2439,ALC,1212,CWL,488,,0,320
VY,2439,ALC,1212,DME,4029,,0,320
VY,2439,ALC,1212,FCO,1555,,0,320
VY,2439,ALC,1212,IBZ,1225,,0,320
VY,2439,ALC,1212,ORY,1386,,0,320
VY,2439,ALC,1212,PMI,3998,,0,320
VY,2439,AMS,580,AGP,1230,,0,320
VY,2439,AMS,580,ALC,1212,,0,320
VY,2439,AMS,580,BCN,1218,,0,320
VY,2439,AMS,580,BIO,1216,,0,320
VY,2439,AMS,580,IBZ,1225,,0,320
VY,2439,AMS,580,PMI,3998,,0,320
VY,2439,AMS,580,SVQ,1253,,0,320
VY,2439,AMS,580,VLC,1246,,0,320
VY,2439,ARN,737,BCN,1218,,0,320
VY,2439,ATH,3941,BCN,1218,,0,320
VY,2439,BCN,1218,AAL,628,,0,320
VY,2439,BCN,1218,AGP,1230,,0,320
VY,2439,BCN,1218,ALC,1212,,0,320
VY,2439,BCN,1218,AMS,580,,0,320
VY,2439,BCN,1218,ARN,737,,0,320
VY,2439,BCN,1218,ATH,3941,,0,320
VY,2439,BCN,1218,BES,1403,,0,320
VY,2439,BCN,1218,BGO,636,,0,320
VY,2439,BCN,1218,BIO,1216,,0,320
VY,2439,BCN,1218,BLQ,1538,,0,320
VY,2439,BCN,1218,BOD,1264,,0,320
VY,2439,BCN,1218,BRI,1501,,0,320
VY,2439,BCN,1218,BRU,302,,0,320
VY,2439,BCN,1218,CDG,1382,,0,320 319
VY,2439,BCN,1218,CPH,609,,0,320
VY,2439,BCN,1218,CTA,1509,,0,320
VY,2439,BCN,1218,CWL,488,,0,320
VY,2439,BCN,1218,DBV,1200,,0,320
VY,2439,BCN,1218,DME,4029,,0,320
VY,2439,BCN,1218,DRS,338,,0,319 320
VY,2439,BCN,1218,DTM,373,,0,319
VY,2439,BCN,1218,DUS,345,,0,320
VY,2439,BCN,1218,EAS,1242,,0,319
VY,2439,BCN,1218,EDI,535,,0,320
VY,2439,BCN,1218,FCO,1555,,0,320
VY,2439,BCN,1218,FLR,1563,,0,319
VY,2439,BCN,1218,FRA,340,,0,320
VY,2439,BCN,1218,GOA,1528,,0,320
VY,2439,BCN,1218,GOT,687,,0,320
VY,2439,BCN,1218,GRX,1223,,0,320
VY,2439,BCN,1218,HAJ,352,,0,320
VY,2439,BCN,1218,HAM,342,,0,320
VY,2439,BCN,1218,HEL,421,,0,320
VY,2439,BCN,1218,IBZ,1225,,0,320
VY,2439,BCN,1218,IEV,2944,,0,320
VY,2439,BCN,1218,LCG,1220,,0,320
VY,2439,BCN,1218,LED,2948,,0,320
VY,2439,BCN,1218,LEI,1213,,0,320
VY,2439,BCN,1218,LEJ,348,,0,319 320
VY,2439,BCN,1218,LGW,502,,0,320
VY,2439,BCN,1218,LIL,1399,,0,320
VY,2439,BCN,1218,LIS,1638,,0,320
VY,2439,BCN,1218,LUX,629,,0,320
VY,2439,BCN,1218,LYS,1335,,0,320
VY,2439,BCN,1218,MAD,1229,,0,320
VY,2439,BCN,1218,MAH,1231,,0,320
VY,2439,BCN,1218,MLA,1606,,0,320
VY,2439,BCN,1218,MRS,1353,,0,320
VY,2439,BCN,1218,MUC,346,,0,320
VY,2439,BCN,1218,MXP,1524,,0,320
VY,2439,BCN,1218,NAP,1561,,0,320
VY,2439,BCN,1218,NCE,1354,,0,320
VY,2439,BCN,1218,NTE,1418,,0,320
VY,2439,BCN,1218,NUE,347,,0,320
VY,2439,BCN,1218,OPO,1636,,0,320
VY,2439,BCN,1218,ORY,1386,,0,320 319
VY,2439,BCN,1218,OSL,644,,0,320
VY,2439,BCN,1218,OTP,1657,,0,320
VY,2439,BCN,1218,OVD,1214,,0,320
VY,2439,BCN,1218,PMI,3998,,0,320
VY,2439,BCN,1218,PMO,1512,,0,320
VY,2439,BCN,1218,PRG,1587,,0,320
VY,2439,BCN,1218,PSA,1562,,0,320
VY,2439,BCN,1218,RNS,1415,,0,320
VY,2439,BCN,1218,SCQ,1243,,0,320
VY,2439,BCN,1218,SDR,1251,,0,320
VY,2439,BCN,1218,STR,350,,0,320
VY,2439,BCN,1218,SVG,666,,0,320
VY,2439,BCN,1218,SVQ,1253,,0,320
VY,2439,BCN,1218,TLS,1273,,0,320
VY,2439,BCN,1218,TRN,1526,,0,320
VY,2439,BCN,1218,VCE,1551,,0,320
VY,2439,BCN,1218,VGO,1250,,0,320
VY,2439,BCN,1218,VIE,1613,,0,320
VY,2439,BCN,1218,VLL,1247,,0,320
VY,2439,BCN,1218,WAW,679,,0,320
VY,2439,BCN,1218,XRY,1226,,0,320
VY,2439,BCN,1218,ZAG,1208,,0,320
VY,2439,BCN,1218,ZRH,1678,,0,319 320
VY,2439,BES,1403,BCN,1218,,0,320
VY,2439,BGO,636,BCN,1218,,0,320
VY,2439,BIO,1216,AGP,1230,,0,320
VY,2439,BIO,1216,ALC,1212,,0,320
VY,2439,BIO,1216,AMS,580,,0,320
VY,2439,BIO,1216,BCN,1218,,0,320
VY,2439,BIO,1216,IBZ,1225,,0,320
VY,2439,BIO,1216,LCG,1220,,0,320
VY,2439,BIO,1216,LHR,507,,0,320
VY,2439,BIO,1216,MXP,1524,,0,320
VY,2439,BIO,1216,ORY,1386,,0,320
VY,2439,BIO,1216,PMI,3998,,0,320
VY,2439,BIO,1216,SVQ,1253,,0,320
VY,2439,BLQ,1538,BCN,1218,,0,320
VY,2439,BLQ,1538,ORY,1386,,0,320
VY,2439,BOD,1264,BCN,1218,,0,320
VY,2439,BOD,1264,PMI,3998,,0,320
VY,2439,BRI,1501,BCN,1218,,0,320
VY,2439,BRI,1501,FLR,1563,,0,319
VY,2439,BRU,302,AGP,1230,,0,320
VY,2439,BRU,302,ALC,1212,,0,320
VY,2439,BRU,302,BCN,1218,,0,320
VY,2439,BRU,302,FCO,1555,,0,320
VY,2439,BRU,302,IBZ,1225,,0,320
VY,2439,BRU,302,LIS,1638,,0,320
VY,2439,BRU,302,OPO,1636,,0,320
VY,2439,BRU,302,PMI,3998,,0,320
VY,2439,BRU,302,SCQ,1243,,0,320
VY,2439,BRU,302,VCE,1551,,0,320
VY,2439,BRU,302,VLC,1246,,0,320
VY,2439,CAG,1519,FLR,1563,,0,319
VY,2439,CDG,1382,BCN,1218,,0,320 319
VY,2439,CDG,1382,MAD,1229,,0,320
VY,2439,CDG,1382,OVD,1214,,0,320
VY,2439,CDG,1382,SCQ,1243,,0,320
VY,2439,CPH,609,AGP,1230,,0,320
VY,2439,CPH,609,ALC,1212,,0,320
VY,2439,CPH,609,BCN,1218,,0,320
VY,2439,CPH,609,FLR,1563,,0,319
VY,2439,CTA,1509,BCN,1218,,0,320
VY,2439,CTA,1509,FCO,1555,,0,320
VY,2439,CTA,1509,FLR,1563,,0,319
VY,2439,CWL,488,AGP,1230,,0,320
VY,2439,CWL,488,ALC,1212,,0,320
VY,2439,CWL,488,BCN,1218,,0,320
VY,2439,DBV,1200,BCN,1218,,0,320
VY,2439,DME,4029,AGP,1230,,0,320
VY,2439,DME,4029,ALC,1212,,0,320
VY,2439,DME,4029,BCN,1218,,0,320
VY,2439,DME,4029,PMI,3998,,0,320
VY,2439,DRS,338,BCN,1218,,0,319 320
VY,2439,DTM,373,BCN,1218,,0,319
VY,2439,DUS,345,BCN,1218,,0,320
VY,2439,EAS,1242,BCN,1218,,0,319
VY,2439,EDI,535,BCN,1218,,0,320
VY,2439,FCO,1555,AGP,1230,,0,320
VY,2439,FCO,1555,ALC,1212,,0,320
VY,2439,FCO,1555,BCN,1218,,0,320
VY,2439,FCO,1555,BRU,302,,0,320
VY,2439,FCO,1555,CTA,1509,,0,320
VY,2439,FCO,1555,NTE,1418,,0,320
VY,2439,FCO,1555,ORY,1386,,0,320
VY,2439,FCO,1555,PRG,1587,,0,320
VY,2439,FCO,1555,VLC,1246,,0,320
VY,2439,FLR,1563,BCN,1218,,0,319
VY,2439,FLR,1563,BRI,1501,,0,319
VY,2439,FLR,1563,CAG,1519,,0,319
VY,2439,FLR,1563,CPH,609,,0,319
VY,2439,FLR,1563,CTA,1509,,0,319
VY,2439,FLR,1563,LGW,502,,0,319
VY,2439,FLR,1563,MAD,1229,,0,319
VY,2439,FLR,1563,ORY,1386,,0,319
VY,2439,FLR,1563,PMO,1512,,0,319
VY,2439,FRA,340,BCN,1218,,0,320
VY,2439,GOA,1528,BCN,1218,,0,320
VY,2439,GOT,687,BCN,1218,,0,320
VY,2439,GRX,1223,BCN,1218,,0,320
VY,2439,GRX,1223,PMI,3998,,0,320
VY,2439,HAJ,352,AGP,1230,,0,320
VY,2439,HAJ,352,BCN,1218,,0,320
VY,2439,HAM,342,AGP,1230,,0,320
VY,2439,HAM,342,BCN,1218,,0,320
VY,2439,HEL,421,BCN,1218,,0,320
VY,2439,IBZ,1225,ALC,1212,,0,320
VY,2439,IBZ,1225,AMS,580,,0,320
VY,2439,IBZ,1225,BCN,1218,,0,320
VY,2439,IBZ,1225,BIO,1216,,0,320
VY,2439,IBZ,1225,BRU,302,,0,320
VY,2439,IBZ,1225,MAD,1229,,0,320
VY,2439,IBZ,1225,ORY,1386,,0,320
VY,2439,IBZ,1225,VLC,1246,,0,320
VY,2439,IEV,2944,BCN,1218,,0,320
VY,2439,LCG,1220,BCN,1218,,0,320
VY,2439,LCG,1220,BIO,1216,,0,320
VY,2439,LCG,1220,LHR,507,,0,320
VY,2439,LCG,1220,SVQ,1253,,0,320
VY,2439,LED,2948,BCN,1218,,0,320
VY,2439,LEI,1213,BCN,1218,,0,320
VY,2439,LEJ,348,BCN,1218,,0,319 320
VY,2439,LGW,502,BCN,1218,,0,320
VY,2439,LGW,502,FLR,1563,,0,319
VY,2439,LHR,507,BIO,1216,,0,320
VY,2439,LHR,507,LCG,1220,,0,320
VY,2439,LIL,1399,BCN,1218,,0,320
VY,2439,LIS,1638,BCN,1218,,0,320
VY,2439,LIS,1638,BRU,302,,0,320
VY,2439,LIS,1638,ORY,1386,,0,320
VY,2439,LUX,629,BCN,1218,,0,320
VY,2439,LYS,1335,AGP,1230,,0,320
VY,2439,LYS,1335,BCN,1218,,0,320
VY,2439,LYS,1335,PMI,3998,,0,320
VY,2439,LYS,1335,SVQ,1253,,0,320
VY,2439,MAD,1229,BCN,1218,,0,320
VY,2439,MAD,1229,CDG,1382,,0,320
VY,2439,MAD,1229,FLR,1563,,0,319
VY,2439,MAD,1229,IBZ,1225,,0,320
VY,2439,MAH,1231,BCN,1218,,0,320
VY,2439,MLA,1606,BCN,1218,,0,320
VY,2439,MRS,1353,BCN,1218,,0,320
VY,2439,MRS,1353,PMI,3998,,0,320
VY,2439,MUC,346,AGP,1230,,0,320
VY,2439,MUC,346,BCN,1218,,0,320
VY,2439,MXP,1524,BCN,1218,,0,320
VY,2439,MXP,1524,BIO,1216,,0,320
VY,2439,NAP,1561,BCN,1218,,0,320
VY,2439,NCE,1354,BCN,1218,,0,320
VY,2439,NTE,1418,AGP,1230,,0,320
VY,2439,NTE,1418,BCN,1218,,0,320
VY,2439,NTE,1418,FCO,1555,,0,320
VY,2439,NTE,1418,SVQ,1253,,0,320
VY,2439,NUE,347,BCN,1218,,0,320
VY,2439,OPO,1636,BCN,1218,,0,320
VY,2439,OPO,1636,BRU,302,,0,320
VY,2439,OPO,1636,ORY,1386,,0,320
VY,2439,ORY,1386,AGP,1230,,0,320
VY,2439,ORY,1386,ALC,1212,,0,320
VY,2439,ORY,1386,BCN,1218,,0,320 319
VY,2439,ORY,1386,BIO,1216,,0,320
VY,2439,ORY,1386,BLQ,1538,,0,320
VY,2439,ORY,1386,FCO,1555,,0,320
VY,2439,ORY,1386,FLR,1563,,0,319
VY,2439,ORY,1386,IBZ,1225,,0,320
VY,2439,ORY,1386,LIS,1638,,0,320
VY,2439,ORY,1386,OPO,1636,,0,320
VY,2439,ORY,1386,PMI,3998,,0,320
VY,2439,ORY,1386,SVQ,1253,,0,320
VY,2439,ORY,1386,VLC,1246,,0,320
VY,2439,OSL,644,BCN,1218,,0,320
VY,2439,OTP,1657,BCN,1218,,0,320
VY,2439,OVD,1214,AGP,1230,,0,320
VY,2439,OVD,1214,BCN,1218,,0,320
VY,2439,OVD,1214,CDG,1382,,0,320
VY,2439,OVD,1214,SVQ,1253,,0,320
VY,2439,PMI,3998,AGP,1230,,0,320
VY,2439,PMI,3998,ALC,1212,,0,320
VY,2439,PMI,3998,AMS,580,,0,320
VY,2439,PMI,3998,BCN,1218,,0,320
VY,2439,PMI,3998,BIO,1216,,0,320
VY,2439,PMI,3998,BOD,1264,,0,320
VY,2439,PMI,3998,BRU,302,,0,320
VY,2439,PMI,3998,DME,4029,,0,320
VY,2439,PMI,3998,GRX,1223,,0,320
VY,2439,PMI,3998,LYS,1335,,0,320
VY,2439,PMI,3998,MRS,1353,,0,320
VY,2439,PMI,3998,ORY,1386,,0,320
VY,2439,PMI,3998,SVQ,1253,,0,320
VY,2439,PMI,3998,TLS,1273,,0,320
VY,2439,PMO,1512,BCN,1218,,0,320
VY,2439,PMO,1512,FLR,1563,,0,319
VY,2439,PRG,1587,BCN,1218,,0,320
VY,2439,PRG,1587,FCO,1555,,0,320
VY,2439,PSA,1562,BCN,1218,,0,320
VY,2439,RNS,1415,BCN,1218,,0,320
VY,2439,SCQ,1243,AGP,1230,,0,320
VY,2439,SCQ,1243,BCN,1218,,0,320
VY,2439,SCQ,1243,BRU,302,,0,320
VY,2439,SCQ,1243,CDG,1382,,0,320
VY,2439,SDR,1251,BCN,1218,,0,320
VY,2439,STR,350,BCN,1218,,0,320
VY,2439,SVG,666,BCN,1218,,0,320
VY,2439,SVQ,1253,AMS,580,,0,320
VY,2439,SVQ,1253,BCN,1218,,0,320
VY,2439,SVQ,1253,BIO,1216,,0,320
VY,2439,SVQ,1253,LCG,1220,,0,320
VY,2439,SVQ,1253,LYS,1335,,0,320
VY,2439,SVQ,1253,NTE,1418,,0,320
VY,2439,SVQ,1253,ORY,1386,,0,320
VY,2439,SVQ,1253,OVD,1214,,0,320
VY,2439,SVQ,1253,PMI,3998,,0,320
VY,2439,TLS,1273,AGP,1230,,0,320
VY,2439,TLS,1273,BCN,1218,,0,320
VY,2439,TLS,1273,PMI,3998,,0,320
VY,2439,TRN,1526,BCN,1218,,0,320
VY,2439,VCE,1551,BCN,1218,,0,320
VY,2439,VCE,1551,BRU,302,,0,320
VY,2439,VGO,1250,BCN,1218,,0,320
VY,2439,VIE,1613,BCN,1218,,0,320
VY,2439,VLC,1246,AMS,580,,0,320
VY,2439,VLC,1246,BRU,302,,0,320
VY,2439,VLC,1246,FCO,1555,,0,320
VY,2439,VLC,1246,IBZ,1225,,0,320
VY,2439,VLC,1246,ORY,1386,,0,320
VY,2439,VLL,1247,BCN,1218,,0,320
VY,2439,WAW,679,BCN,1218,,0,320
VY,2439,XRY,1226,BCN,1218,,0,320
